Win.Loss,Player1.name,Player1.champ.name,Player1.overall.wr,Player1.total.games,Player1.champ.games,Player1.champ.wr,Player1.cs,Player1.mastery,Player2.name,Player2.champ.name,Player2.overall.wr,Player2.total.games,Player2.champ.games,Player2.champ.wr,Player2.cs,Player2.mastery,Player3.name,Player3.champ.name,Player3.overall.wr,Player3.total.games,Player3.champ.games,Player3.champ.wr,Player3.cs,Player3.mastery,Player4.name,Player4.champ.name,Player4.overall.wr,Player4.total.games,Player4.champ.games,Player4.champ.wr,Player4.cs,Player4.mastery,Player5.name,Player5.champ.name,Player5.overall.wr,Player5.total.games,Player5.champ.games,Player5.champ.wr,Player5.cs,Player5.mastery,Player6.name,Player6.champ.name,Player6.overall.wr,Player6.total.games,Player6.champ.games,Player6.champ.wr,Player6.cs,Player6.mastery,Player7.name,Player7.champ.name,Player7.overall.wr,Player7.total.games,Player7.champ.games,Player7.champ.wr,Player7.cs,Player7.mastery,Player8.name,Player8.champ.name,Player8.overall.wr,Player8.total.games,Player8.champ.games,Player8.champ.wr,Player8.cs,Player8.mastery,Player9.name,Player9.champ.name,Player9.overall.wr,Player9.total.games,Player9.champ.games,Player9.champ.wr,Player9.cs,Player9.mastery,Player10.name,Player10.champ.name,Player10.overall.wr,Player10.total.games,Player10.champ.games,Player10.champ.wr,Player10.cs,Player10.mastery,Player1.kda,Player2.kda,Player3.kda,Player4.kda,Player5.kda,Player6.kda,Player7.kda,Player8.kda,Player9.kda,Player10.kda
win,Ebonvoid,fiora,50.06,143.10,0,51.11,0,0,SchoolBoyQueuee,leesin,55,47,20,65,129.1,421557,GrannyLover,anivia,52,147,3,67,155.7,101482,Juiceboxl,ezreal,53,142,94,55,170.9,189645,arrrrmetis,blitzcrank,54,151,22,64,36.8,24921,Kyteman,riven,49,268,218,53,171.9,473316,Lt Yak,ekko,35,40,9,22,129.9,16823,DestroyBee,zed,47,15,6,50,187.3,63887,21 Inches,senna,44,90,9,78,153.3,19182,Good Bye Kiddo,pantheon,47,223,81,52,57.5,319239,2.60,2.8377,6.1363,2.7863,2.7733,2.2165,1.3616,2.1798,4.6296,2.2196
loss,IronWolf149,riven,71,17,15,73,234.3,12943,TheOneLeoHK,masteryi,50,158,109,52,179.3,1866850,Lil Poundcake,zoe,49,137,40,45,151.6,140148,Inferno906,sivir,55,53,28,57,190.4,137361,ObviAnoob,morgana,42,76,1,0,83,99785,ZaLedgend69,sett,50,12,5,80,135,83046,SIR OPIUM,kayn,43,49,13,39,171,22766,THCpro,karthus,47,290,113,55,200,605758,virgulebari,ashe,48,156,16,63,170.6,15590,Ihmahu,lux,56,59,8,88,66.3,7628,3.0897,2.3463,2.4272,2.2855,0.4700,3.4282,2.2096,2.25100,3.1566,5.0074
loss,Day Owners,darius,50,270,211,51,169.1,328002,Elifontae,belveth,35,60,28,39,185.6,15098,Drakesdad123,yone,62,50,3,33,206,21225,The0r3m,caitlyn,43,221,38,50,137.4,24780,Guptaa,pyke,62,39,38,61,33.7,181427,MAN SPAM,teemo,44,78,10,60,155.9,88732,notXQCl,hecarim,52,262,6,17,170.8,3430,linksword,zoe,49,174,157,48,119.2,191054,CallMeSenpai24,ashe,49,204,77,49,141,179303,Donv4,blitzcrank,48,157,10,40,39.6,185533,2.0066,1.7962,2.70130,1.4836,1.7654,1.5355,2.1280,2.9757,2.6444,2.0732
loss,Netinho Psy,illaoi,47,110,4,0,184.3,19086,l3rito,shaco,50,369,75,47,111.1,79883,Pachio,veigar,58,33,20,60,203.3,56720,Silenc3r,caitlyn,55,301,17,41,177.6,445338,visvim,teemo,45,255,1,0,65,1769,K4Midori,yone,47,93,22,50,218.5,222787,DeadAagain,amumu,49,168,156,49,158.5,119237,Wizkey,lux,56,108,15,60,181.5,149459,hornyboiii,kaisa,43,271,73,52,188.3,70852,MissSenpaiii69,morgana,44,82,28,36,44.2,287055,1.4978,2.64101,1.6792,1.4068,0.7340,2.82111,1.9544,5.4471,2.42102,1.7821
loss,Worthered,darius,28,32,1,0,220,265,king of the flag,fiddlesticks,37,19,4,0,120.8,94337,Gwalterulosa,malzahar,30,33,13,39,236.8,6351,Black Hole Bunny,xayah,51,279,2,50,79,16248,Reviance,lux,10,10,6,17,44.8,40888,ZombieJuggernaut,tryndamere,51,68,1,100,160,34536,PyLooo18,nocturne,47,36,18,50,188,301959,Sirengamer,syndra,56,124,2,50,120,29402,SyncShots,tristana,51,140,20,50,169.5,16537,Violent Wavez,zyra,63,40,39,64,45.3,132391,0.8640,0.9345,3.0065,0.9340,0.7222,2.4030,2.7785,1.5760,2.0059,3.1746
loss,raspution,ornn,48,489,74,45,187.9,575028,Creverex,masteryi,51,215,90,50,181.2,696445,TypicalACorn,zed,51,258,2,0,176,24389,Mildlysweet,lucian,65,89,1,100,162,14808,spaceb6,pyke,48,97,6,33,24.7,13953,DefNotAJglMain,kayle,52,150,1,100,196,812,jooniewooniepie,rammus,51,114,31,52,133,20800,CornGang,lux,52,156,59,63,157.9,288098,5hroomsRU5,jinx,43,89,25,44,177.4,150979,MooMooMercutio,rell,40,60,10,30,33.2,5471,1.7360,1.7290,1.3835,2.1480,1.2348,9.00120,3.4745,3.1648,3.1268,3.4520
loss,RatKing56,teemo,48,232,166,57,66.1,737590,MuchoC,reksai,52,23,18,61,182.7,178935,Mommy MF,neeko,67,76,20,70,151,53290,lilyama,missfortune,51,35,5,60,160.8,94789,Ghost Fox,nautilus,50,114,33,67,43.4,36852,Max Piana,yorick,54,295,116,54,187.7,114141,N0o0o0BB,khazix,44,96,16,56,147.4,18157,Enemy AC13O,xerath,53,157,142,54,134.2,886113,ChippedBrick,tristana,48,113,31,39,135.3,57028,DemiGodLam,pantheon,56,9,4,50,68.3,109124,3.3548,2.5093,2.8456,2.5254,2.6630,2.2154,2.0678,3.3987,2.4157,2.0050
win,OrbFist,volibear,50,380,46,50,169.6,101803,ralphieboss,kayn,51,156,65,62,153.2,164302,miséricord,briar,50,555,52,40,174.3,30950,Shooter Supports,caitlyn,53,58,41,56,187.2,97002,Quig35,lux,64,14,1,0,62,45204,xRealiity,garen,50.06,143.10,0,51.11,0,0,PogoRexx,ivern,50.06,143.10,0,51.11,0,0,Munchi3s,zoe,49,85,2,50,150.5,8915,wthetc,kaisa,45,20,6,33,163.8,8333,A Trapt,sona,50,52,7,57,13.9,106418,1.9985,2.1281,1.83144,1.8764,1.0030,2.60,2.60,2.3170,1.9145,2.6827
win,xSilas,gangplank,47,139,20,50,177.7,39718,Raesol,viego,49,399,263,52,166.2,352708,HaNaKiSenZu,jayce,54,114,47,64,195.4,29118,Dont Hug My Wife,kaisa,67,12,1,100,275,7938,getSpoopd,tahmkench,43,72,19,47,42.4,26321,Thę Moon,darius,48,140,5,40,206.8,50259,CL0WNSH0W,khazix,55,109,36,58,173.8,105161,MooMooKing777,zed,52,88,25,60,202.2,153308,G2 Bleek,xayah,50,111,3,0,256,5730,tylerarmstrong,swain,48,149,113,48,35.3,105544,1.4853,2.3468,1.9085,5.50100,2.5438,2.2498,2.8687,2.8474,1.1540,2.0547
win,ZSmitty,maokai,54,109,6,100,162.3,23340,PetiteLegalLoli,volibear,53,151,142,55,189.2,178336,oopichu,zoe,50,317,66,50,129.8,95773,coolguy9663,ashe,47,15,3,33,172.7,38841,Dry Oil,alistar,53,17,2,100,26.5,103705,JerichoXIII,mordekaiser,57,14,2,50,167,27312,HunYou,kayn,50.06,143.10,0,51.11,0,0,ImActuallyHaydog,ryze,50.06,143.10,0,51.11,0,0,liljonzy187,caitlyn,50.06,143.10,0,51.11,0,0,General Jones,blitzcrank,49,49,3,67,38.3,119426,2.4847,2.9752,2.7670,3.6273,6.8015,3.0055,2.60,2.60,2.60,3.5607
win,Ankhalagon,malphite,43,202,34,38,131.1,543841,Manofhistory1995,diana,50.06,143.10,0,51.11,0,0,RG Jaxsper,zyra,52,170,64,55,134.3,789955,OBASKUBS,jhin,53,73,16,44,163.9,23715,Vigowski,maokai,47,36,3,0,55,80485,xHealerx,teemo,50.06,143.10,0,51.11,0,0,Karma0,hecarim,50.06,143.10,0,51.11,0,0,ur a rat,akali,48,167,14,21,130.3,11416,LePoonGoon,sivir,52,81,6,67,224,14687,troll 4 rude tm8,annie,50.06,143.10,0,51.11,0,0,2.7653,2.60,2.2455,2.03105,2.1510,2.60,2.60,2.2394,3.3887,2.60
loss,clocke09,malphite,47,170,81,48,135.5,45858,brenbtw,viego,47,98,1,0,164,193,ScarfaceBull,wukong,50,263,25,56,137.9,77798,BadddKittyyy,missfortune,46,121,111,51,174.9,594936,stayinsider,blitzcrank,14,7,1,0,30,17370,JBlekk,teemo,45,103,20,50,164.3,35255,turtleseas,kayn,51,366,64,42,164,36042,MapoD,fizz,45,204,155,45,125.4,119718,Real Brazy,aphelios,49,596,354,49,170.7,205208,slingshotz84,soraka,42,81,1,100,19,49429,2.8748,1.1150,2.82136,2.4475,2.1440,2.1235,1.6187,2.0787,2.0977,3.8010
loss,MalMak33,garen,41,29,1,0,204,150297,RickTshow Shaco,sejuani,51,86,6,17,142.3,31638,teddy sanders,vladimir,61,31,29,59,241.7,81001,Sekemier,ezreal,45,74,28,57,183.5,104778,jessixxxa,morgana,50,8,10,50,32,47925,nimbûs,riven,54,289,10,60,197.5,362966,Louckia,evelynn,45,94,2,50,109,91376,OppaiFetish,lux,47,36,7,43,67.6,759551,Daddylittletwink,missfortune,67,6,2,50,147,65327,Madame ARAM,neeko,33,12,2,100,107.5,162789,1.1750,1.3828,2.0796,3.0954,2.2224,2.5268,1.9355,4.4194,0.7440,1.4210
loss,Roroslayer1,yorick,52,730,103,55,207.9,63975,Doc707,leesin,56,18,1,0,126,23958,Id Smash Rek Sai,akshan,53,55,18,67,192.4,13006,TheYetiisMyUber,samira,52,282,28,50,182.6,75347,CatGirl Chocola,nautilus,56,34,5,60,30.6,87088,Bitul Shishim,teemo,43,146,65,43,183.8,379597,AyaanSuxDux,rammus,51,155,1,100,145,2368,Morianos,viktor,57,53,9,56,178.1,78314,2 Dracos,lucian,51,374,19,53,192.3,57319,drugsarereal,morgana,48,120,37,51,37.6,221845,1.7948,0.8830,3.0387,2.6074,4.1532,1.5740,6.6740,2.1260,2.1775,1.9736
loss,YesuTolhart,vladimir,48,127,123,50,183.6,191802,TippedKettle,warwick,51,43,18,50,147,50523,TEDPEÐ,zac,44,88,3,0,118.3,3077,Imitable7,samira,57,28,25,56,198.9,49354,JoannenD,yuumi,37,43,7,43,4.1,6844,Built enthusiast,riven,53,98,42,48,204.3,212714,KeyboardisPink,kayn,83,6,1,100,132,991,CVG Pwnage,caitlyn,52,126,53,51,169,51424,Kryptisch,vayne,45,64,4,50,175.3,14747,TheJaisoon,swain,51,80,2,100,49,31425,2.0167,2.2976,1.8357,2.93115,3.3923,2.5297,2.71120,1.3858,2.8385,4.1455
loss,Notoxic101,jayce,47,17,1,0,127,42009,mysticdanger,xinzhao,83,6,1,0,122,77020,Dirtycomb,akali,52,69,16,50,179.4,169379,jeffy720,tristana,50,10,9,44,183.4,90406,humblebob,karma,48,44,12,50,23.2,9353,Tiberius300,teemo,41,44,85,53,190.7,532442,Hannon2112,naafiri,48,126,4,50,164.8,2204,Zongon,malzahar,50,6,4,50,189.5,14354,WH1T3L1GHTNING,ezreal,58,71,17,65,193.5,214431,Bren5,yuumi,29,7,13,92,3.9,83717,1.4370,1.0020,3.0088,2.2279,1.9308,2.7173,1.4165,1.1725,5.2294,16.3220
loss,Ricekooker,renekton,53,109,9,56,187.7,9235,matadorr8d88,hecarim,38,26,3,33,146,6706,IIIZEUSlll,swain,53,73,52,62,143,389374,BabySettMid,missfortune,51,111,28,46,186.3,18361,50ShadesOfDiIdo,amumu,51,462,16,44,41.3,9599,Noobi,nunu,50.06,143.10,0,51.11,0,0,Dreadset,udyr,49,170,33,55,167.7,21467,nigel69allen,vladimir,37,27,28,43,207.8,323144,He Who Feeds,yasuo,50,60,9,44,192.4,316761,Tekkrs,alistar,52,33,22,68,32.5,57150,1.6743,3.1060,2.7257,2.88153,2.2023,2.60,2.6454,2.6985,1.8371,3.2318
win,Thebigbyrd,garen,50.06,143.10,0,51.11,0,0,Fezerae,fiddlesticks,55,22,1,100,144,28420,FuriousNOODLEs,lux,47,17,3,67,162,209163,20ozbang,draven,58,96,5,60,166.4,11985,Underwriter,lissandra,55,55,7,43,25.4,3714,GhandiDuh,sett,50,66,56,54,172.8,275087,C1 Mumen Rider,jarvaniv,45,113,2,0,141.5,16414,OPLOVEBOT,malzahar,49,125,2,50,182,14589,Silver Khewn,caitlyn,44,174,20,40,165.6,595403,1Medaknight,sona,39,46,1,0,14,8772,2.60,4.0,6.3353,3.68138,3.3623,1.4993,2.0630,3.2030,2.3455,1.2510
win,biomaterial,malphite,47,32,8,88,161.5,53677,Panda Sakura,masteryi,47,257,19,58,151.8,87187,carry King 18,sylas,51,212,11,55,154.3,40900,Baang9 Boi,missfortune,58,154,113,58,195.1,131149,DeathDragn1551,lux,51,85,42,57,74,303550,IM SUIDICAL,camille,51,291,127,53,151.8,226423,BratwurstBrother,diana,52,135,19,32,182.2,55271,REYPLAY,orianna,48,730,8,38,121.9,4950,Oompah Lumpiah,varus,59,198,22,59,195.5,173331,applemouse,morgana,52,52,7,43,27.4,44773,5.1054,2.42107,3.28113,3.3087,2.3549,2.1571,1.7574,1.7255,1.9877,1.8031
loss,Siegehand,karma,48,96,14,50,100.6,122949,BoredtoBless,kindred,46,89,4,0,150.3,2438,MandatoryFox,malzahar,51,204,78,51,217.9,139563,gherkın,kaisa,50.06,143.10,0,51.11,0,0,mother of 4,thresh,40,15,2,100,33,13858,Nizzle0859,volibear,50.06,143.10,0,51.11,0,0,Creator of God,sylas,50.06,143.10,0,51.11,0,0,OnlyJ0sh,yasuo,50.06,143.10,0,51.11,0,0,DankFiend,lucian,49,140,7,29,148.1,46924,Alamen,brand,60,143,21,62,54.9,745773,2.2534,1.4963,1.8351,2.60,3.0020,2.60,2.60,2.60,1.5747,1.9155
loss,ItalianGrsshpper,quinn,49,108,41,51,145.9,676792,ASTR01D,nocturne,37,19,1,0,141,7277,blakemcclaren,xerath,56,18,10,70,173,196958,Chris Malevolent,samira,56,18,4,50,145,99295,TricksterPot,nautilus,48,125,14,64,43.7,88896,TraBr,nasus,50.06,143.10,0,51.11,0,0,THEONEHIGHNOON,leesin,49,665,9,33,157.2,110625,tjoaofs,teemo,51,198,39,59,175.3,71840,Teal Ward,caitlyn,50.06,143.10,0,51.11,0,0,GldenGopher,zyra,45,130,33,36,96.7,20278,1.3794,2.4080,3.6847,2.19103,2.3322,2.60,2.0263,4.2377,2.60,2.4327
win,mooseman360,aatrox,48,161,37,57,159.4,47116,Mosphar,nocturne,42,64,6,33,161.5,4554,Mexican George,aurelionsol,53,196,15,60,165.8,20130,GARW00D,caitlyn,47,32,16,38,186.1,107359,Dansai,pantheon,48,164,27,44,60.3,20961,Dr DISREG4RD,gangplank,40,40,18,56,185.8,58529,Impxonev,xinzhao,44,50,13,54,166.6,72085,Rvfi,tristana,38,94,15,40,178.6,20223,Cryptic93,zeri,47,115,1,0,229,244,Vidou,lux,60,139,12,67,57.8,217438,2.2450,2.41100,2.2288,2.6263,1.9451,2.3776,2.51104,2.3077,2.1880,2.4953
loss,The Living Dad,trundle,48,113,16,56,235.9,132259,BIGSHRIMPIN69,warwick,44,34,1,0,105,18759,aVoider,qiyana,50,14,9,22,151.1,189144,badpandax3,missfortune,45,179,157,48,173.6,916997,Wølverinë,lux,52,397,6,67,35.7,12454,Hoopa Troopa,naafiri,49,446,18,61,156.7,11461,MilkLikeTea,udyr,50,204,35,60,190.5,24696,Arthochil,yone,63,54,7,43,203.1,40254,KAMIKOGZE,kogmaw,48,382,324,51,175.4,0,Reflex Ya Boi,morgana,54,127,99,54,50.5,252889,1.4948,1.64100,2.0267,2.1768,4.4857,2.5593,5.9475,2.0369,1.7387,2.3941
win,Blended Water,aatrox,50,8,5,20,168.2,62507,JustFabio,viego,42,26,2,50,199.5,87715,OfunnylifeN,tristana,47,150,2,50,210,42307,mjeezyy,samira,57,148,7,29,194.9,98821,seranity,swain,49,103,9,44,33.7,80393,slime girl 01,irelia,55,132,9,67,222,23878,Karabiner 98k,xinzhao,47,107,2,0,175,2294,GagReflex,fizz,49,220,30,47,137.7,237546,PrincessPeary,jinx,51,182,3,33,226,2970,Kawaakarii,seraphine,47,108,101,49,45.9,685575,1.3020,2.7075,1.3970,1.6273,1.9142,2.5579,1.6925,2.63111,1.9080,2.2834
win,shirtless worm,yorick,45,113,38,53,193.1,93861,KyrotheGyro,warwick,48,117,61,59,147.2,125083,0100110101001011,zoe,47,150,3,67,170,61795,Plueeeeeeeee,caitlyn,47,166,1,100,135,1119,mfzkxds,senna,61,66,6,83,30.8,5913,TmanSmitty,drmundo,50.06,143.10,0,51.11,0,0,HaloMerkedYou,galio,45,100,1,0,76,32937,JuJu Saint,vex,45,38,1,0,133,2842,Thpankie,missfortune,38,34,3,0,124.7,1324,xeddin3,teemo,44,70,49,55,61.5,111139,1.7149,1.9173,1.7940,3.20110,3.7455,2.60,0.4310,0.5000,0.7920,2.0963
win,ABNOLOL,aatrox,52,149,74,65,184.9,83931,quiet time,fiddlesticks,45,96,3,33,159.3,3087,The Vex Offender,yone,67,27,1,100,167,8964,iRoll,vayne,51,112,68,54,185.5,1234200,mihnlee1,blitzcrank,52,145,8,88,26.6,10616,electzooyork,gnar,45,69,65,45,118.2,173756,Xenero13,diana,46,223,46,57,209.5,31117,HillBlazer14,katarina,46,106,32,47,183.3,165770,MrTurtle63,caitlyn,58,12,2,50,204,100105,sharko1222,sona,57,14,14,57,17.9,867107,2.7079,2.1050,2.5070,2.7688,3.1520,1.9158,1.9482,2.39114,4.7195,4.1326
loss,EdwardSmellric,yone,51,379,37,43,191.4,88081,gr8m1nd,jarvaniv,55,11,1,0,129,41591,kANicola,vex,54,282,14,43,165.5,6823,Fisbeavari,ashe,56,34,34,59,204.5,21987,ScotchClerk,pyke,67,6,1,0,33,18167,CiszaSpokój,drmundo,50.06,143.10,0,51.11,0,0,WombRaider330,hecarim,50,10,2,50,219,34790,AtlasLions,syndra,51,523,11,46,200.5,51909,Tig Ol Burd,samira,48,42,3,67,175,139834,DeepUpKeep,lux,44,39,7,57,60.1,33928,1.6070,1.6020,2.5561,2.24104,0.4710,2.60,2.89110,2.4585,2.3083,3.8551
loss,GuppyXD,gangplank,46,24,18,39,227.8,111453,SEVENtFLAME,belveth,54,57,2,50,129.5,4785,im about to kum,pantheon,53,191,19,53,113.1,164883,Skiidss,jhin,49,74,15,40,190.5,117087,lemonkassrahno,janna,32,37,2,0,5.5,2083,imvisuals,garen,51,129,20,45,175.5,115784,GWUTwinkleToes,olaf,46,107,5,60,220,24675,God Did 999,irelia,51,292,7,57,222.7,48334,PixelWisp,missfortune,55,143,21,62,174.1,164099,mmmfowgfl,thresh,47,227,4,25,30.3,42205,1.5161,2.5735,2.5091,2.9168,1.0000,1.9953,2.1056,1.8076,2.3692,2.6928
win,Gwarlim,ksante,36,73,1,100,99,960,oLoveless,nocturne,43,199,21,71,187.7,16370,Iron Snow 7,talon,42,85,23,57,194.4,106743,20thRaikage,yasuo,47,92,8,25,173,82448,wall93,chogath,47,15,1,100,92,1207,ToxinKD,illaoi,50.06,0,1,0,204,6638,Ensomah,shaco,50.06,0,1,0,83,5752,soychulavista,naafiri,21,19,3,0,102,4183,Aphelieussy,jinx,43,127,4,25,190.8,175330,talons big fat d,ashe,47,320,3,0,98,48986,1.5010,2.5795,2.18109,1.2974,1.7570,1.3360,0.4030,0.5220,1.84103,1.6853
win,chigginn,singed,48,75,8,38,195.1,16798,jezues,hecarim,60,30,2,100,206,6935,Onenippleman,gwen,65,17,1,100,312,1282,MarcoXO,lux,67,6,3,67,102.7,15013,myassisonfire,varus,50.06,143.10,0,51.11,0,0,Ballisticyoda,thresh,48,25,10,30,28,46766,ZU3V,briar,51,141,4,25,215,3104,Wirc,karthus,35,55,1,0,172,216,SunkTheBeast,vex,45,29,7,43,177.4,11251,k1wi,ksante,56,138,2,0,219.5,24890,1.8365,3.0745,3.5050,2.39103,2.60,2.2214,2.20113,0.9460,2.6479,1.5880
win,Do Not Use Urgot,urgot,39,33,29,38,192.8,364417,C ą r n ą g ę,kayn,50,26,3,33,191.3,20182,gin and ging,fizz,42,26,3,67,161.7,53904,ReDBlUe3,kogmaw,50.06,143.10,0,51.11,0,0,LitBoyDylan59,brand,56,170,20,50,68.1,25062,Broflexin,singed,24,21,2,50,230.5,2531,PiNkOoNzY,sejuani,50.06,143.10,0,51.11,0,0,MrMcFournier,lissandra,57,186,2,100,176,10175,Lord Bjornes,zeri,52,102,12,50,190.9,8202,sirliam95,lux,44,50,6,50,52.8,24474,1.9159,1.9570,2.2257,2.60,2.7380,0.5710,2.60,6.4080,2.4076,1.7838
win,LilPerez,jax,69,13,1,100,212,18543,Papa Vlad ,viego,52,75,6,83,146.8,9115,LeaguePlayerDan,senna,50.06,143.10,0,51.11,0,0,DatManPyther,missfortune,50.06,143.10,0,51.11,0,0,Izabela,yuumi,50.06,143.10,0,51.11,0,0,Mariwaunna,yasuo,46,164,122,51,185.3,453191,Get Gapped 69420,briar,40,10,3,100,176.7,4224,Hygriff,malphite,49,149,5,60,120.2,38792,T2121,zeri,19,21,1,0,67,430,Keptarah,morgana,47,179,40,63,38.3,185779,2.8880,3.8583,2.60,2.60,2.60,1.9673,2.23137,4.5064,0.0000,3.5946
loss,stugIIIB,swain,54,61,3,0,124,48860,AkaliWh0re,ekko,54,28,1,0,197,22725,ButteredCupCake,caitlyn,60,10,3,67,254,8547,Coco Hn,senna,27,11,9,56,53.7,14904,nthx21,alistar,64,14,1,0,42,5992,spiritxblossom,teemo,46,115,8,38,180.1,30574,PolarisX,mordekaiser,51,418,13,62,153.3,8932,PwnzQuick,irelia,45,74,2,100,212.5,47396,Ralshul,sivir,68,28,5,80,277.8,36002,fleimingo,karma,60,96,46,44,31.9,139083,1.3443,1.91130,3.12167,2.4058,1.7000,1.6133,2.6069,1.2595,4.7772,2.2526
loss,Lord Bishop Beck,nasus,52,29,4,75,168,34102,Nezumiichi,leesin,50.06,143.10,0,51.11,0,0,Nitora,orianna,50.06,143.10,0,51.11,0,0,otaeyoon,aphelios,36,101,40,45,148.8,28231,Moonlovin,brand,50,64,3,67,48,63727,Chagosg,illaoi,50.06,143.10,0,51.11,0,0,Assassinussy,shaco,31,13,1,0,87,161841,Nikki2219,neeko,50,174,16,50,152.4,602701,xruzak,jhin,50.06,143.10,0,51.11,0,0,Fill Me Up,senna,29,14,1,0,9,75171,2.7793,2.60,2.60,1.7361,2.6867,2.60,2.8060,1.9950,2.60,1.3320
win,Gorfangrotgut,singed,61,23,14,64,190.6,35718,Rcade II,nocturne,58,57,44,66,164.2,71266,OG Purple Haze,kogmaw,42,45,1,100,252,39287,AyoWhyTfAmIHere,swain,64,89,9,78,149.7,15716,Monkeypeepoopee,brand,55,269,15,80,52.8,13020,touchmyglanza,illaoi,54,119,4,50,230.5,6678,ItIsTAP,ekko,46,138,6,33,157.8,14218,ColorfulOwls,naafiri,60,97,23,61,135.2,15727,A R STUPID,ashe,40,53,18,50,145.5,125014,RunRidel,lux,44,9,2,0,104,210693,2.5140,3.5778,3.8090,4.5080,2.5061,1.2288,3.1177,1.9783,2.6269,2.5430
win,SpinningEffort,drmundo,50.06,143.10,0,51.11,0,0,JuanJulio,udyr,53,15,15,53,158.7,202836,S4ilverS4murfer,akali,50,101,7,43,114.6,3868,Tokeo Tea,xayah,30,23,3,67,148.7,4725,MissChamorrita,soraka,50,72,41,42,12.6,512941,Sonicz,darius,45,67,5,40,160.2,22258,Last Vision ,khazix,45,42,8,63,172.4,36509,lm about to morb,aurelionsol,55,76,1,0,146,7063,QPK1llr00,missfortune,72,18,3,33,187.7,11171,Tempted2Win,nautilus,40,85,6,50,29.7,4898,2.60,2.3567,1.8761,5.90140,2.5809,1.7482,2.1579,0.6720,4.60113,2.6615
loss,Fuyumii,renekton,44,41,14,64,193.1,29334,Falal,rengar,20,10,5,0,129,101376,Sli33ry,katarina,27,15,1,0,131,14505,Seraph D Samael,swain,51,69,7,57,173.3,160605,Dionysus4022,thresh,54,84,21,52,44.3,96896,dancck,pantheon,47,185,67,58,143.3,125715,Et3rnalpower,amumu,46,194,8,38,168.8,11220,Godlike Darkskin,aurelionsol,47,99,6,67,213.3,27879,SlayerOfThots,kaisa,53,245,217,55,162.1,255656,ItsPsydo,lux,50,52,4,75,66.3,217962,2.5257,1.2660,0.7130,2.9766,2.6734,2.5093,2.3739,5.03147,2.4563,7.5080
win,SoCal Sun,teemo,46,133,80,49,157.6,68453,revulvar,briar,55,167,14,71,161.4,19190,SailorGanzito,twistedfate,46,126,14,57,168.6,24922,AnBui102,caitlyn,44,180,1,0,100,263521,LordMnav,bard,50,203,7,29,29.1,8650,La mine in fund,shaco,48,151,54,37,123.9,36635,kadeemfan,draven,30,20,1,0,92,6314,COMEONANDSLA,brand,49,374,108,51,164.9,218437,DADDISON69,jhin,43,21,3,33,146,208032,TKO Tokyo,yuumi,46,268,4,50,15.3,23371,1.4670,3.3286,2.3559,0.4330,2.3323,1.7496,0.3810,1.8676,1.9680,4.3815
win,Agamemnon24,udyr,49,210,188,50,193.5,108956,yasir3010,kayn,49,72,8,63,184,86573,jtenikdanslcu,kaisa,33,46,12,25,138.6,36715,GodReturn,missfortune,45,153,16,38,152.6,100031,Lvl19Wizard,brand,47,17,3,67,61.3,41414,HeCTiC 6ft dp,varus,50,132,126,52,193.6,1455518,steelersfan5656,fiddlesticks,43,37,3,0,139,25603,Blue Moon7,ekko,50.06,143.10,0,51.11,0,0,spelldude69,vayne,50.06,143.10,0,51.11,0,0,FokinDeath,nami,56,162,4,50,18.8,2382,2.2141,2.6085,1.7463,1.7282,1.7437,2.0595,1.7140,2.60,2.60,5.6725
loss,Cyb3rTech,tryndamere,49,37,3,33,226.3,54350,zlcool,diana,50,107,17,47,172.5,13167,catbitthefence,sylas,40,77,5,20,138,31218,omgitsdropkick,ashe,54,52,28,54,129.9,222700,PrinceSteven,velkoz,44,50,21,43,41.1,105005,crazychenz,olaf,50.06,0,1,100,91,898,SpaceFlow18,briar,47,83,12,67,158.8,13473,Blesssuh,zed,89,9,2,100,199,8833,Ollinlasat,caitlyn,46,76,1,100,199,898,richardwad1,brand,49,51,28,50,46.9,665923,2.8797,2.2865,1.70102,2.0648,2.5158,1.1120,2.66117,9.67200,2.3390,1.4957
win,djling,teemo,22,9,5,40,126.8,206328,Viciouskillah,shyvana,75,8,7,86,215.1,7401,DeathknightG28,fizz,54,173,20,70,126.2,107875,Nhoc Ty Hon ,xayah,48,40,24,63,207,170749,lvl99Piplup,rakan,59,27,3,67,36.7,5136,Sligger,gangplank,33,6,1,0,183,17994,Hard Pipe,shaco,47,165,18,44,151.3,289286,Capanese,ezreal,47,202,6,33,221.8,305439,Budknight,naafiri,42,12,1,0,122,160,Windows XP BiS,aurelionsol,42,12,2,50,98.5,7037,2.5948,3.6167,2.3262,2.5563,2.0510,1.0020,2.2191,2.6695,0.5040,2.4760
loss,NovaNetBoy,chogath,18,11,1,0,76,7520,Myojihi,evelynn,49,39,7,43,132.4,3808,n0stalgia,sylas,57,35,29,62,123.3,367103,FischCore,ezreal,56,122,40,63,148.1,39327,L0ST CLOUDS,seraphine,50.06,0,2,50,53.5,84196,wintwo,nasus,50,20,20,50,126.5,169597,SavageNOOOOOOOB,hecarim,53,200,62,63,209.2,42070,IONICxBOND,yasuo,58,105,6,83,218,5310,NOJOYONLYSADNESS,sivir,67,12,1,100,134,586,Gonnakillya,malphite,54,65,8,63,49.3,164205,1.0010,2.29106,2.8170,3.1344,5.8015,1.6648,2.5993,2.71140,3.0,1.6528
